name,hex,r,g,b,h,s,v,l,a,b
french plum,#811453,129,20,83,325,84,51,28.881442737167745,49.20489912332496,-8.855896232155903
french puce,#4e1609,78,22,9,11,88,31,16.56874565232436,25.61616437905806,21.381813982681823
french raspberry,#c72c48,199,44,72,349,78,78,44.81718131593745,60.85788285649269,22.647496956399117
french rose,#f64a8a,246,74,138,338,70,96,58.344606628061726,69.36893733183986,2.9155425995482487
french sky blue,#77b5fe,119,181,254,212,53,100,72.3122630409327,0.24522020880884954,-42.18783069310792
french violet,#8806ce,136,6,206,279,97,81,37.51872784209874,73.30012515989742,-70.9282026390466
french wine,#ac1e44,172,30,68,344,83,67,38.05081448725963,56.89776031979013,15.245278502532411
fresh air,#a6e7ff,166,231,255,196,35,100,88.19855386763429,-14.681304061665902,-18.13606729475421
fresh eggplant,#990066,153,0,102,320,100,60,33.417568521423846,60.37043134594078,-13.891651793933624
friar gray,#807e79,128,126,121,43,5,50,52.830410685795016,-0.21180610038229464,2.97805547064951
fringy flower,#b1e2c1,177,226,193,140,22,89,85.8010620396086,-22.258806180333824,11.004106022926097
froly,#f57584,245,117,132,353,52,96,64.8043061772725,50.3813243085644,15.533677835296489
frost,#edf5dd,237,245,221,80,10,96,95.38357366620188,-6.782999337036133,10.638603564819359
frostbite,#e936a7,233,54,167,322,77,91,54.815957591608324,75.28975984048292,-19.62613744841011
frosted mint,#dbfff8,219,255,248,168,14,100,97.37245236491158,-12.848541839172945,-0.5490183979308227
frostee,#e4f6e7,228,246,231,130,7,96,95.23459346697894,-8.607731620816683,5.17941296258575
fruit salad,#4f9d5d,79,157,93,131,50,62,58.57092752843796,-38.29980911601882,26.26361123144698
fuchsia,#ff00ff,255,0,255,300,100,100,60.319933664076004,98.25421868616108,-60.84298422386232
fuchsia blue,#7a58c1,122,88,193,259,54,76,45.58934643273332,37.47693810179925,-50.36915087748881
fuchsia pink,#ff77ff,255,119,255,300,53,100,70.64533292535617,69.03904855852939,-44.484106223587986
fuchsia purple,#cc397b,204,57,123,333,72,80,48.50315751474686,62.17494040284733,-3.3786178334497707
fuchsia rose,#c74375,199,67,117,337,66,78,48.810684154599315,56.363181470723056,0.6122244829133372
fuego,#bede0d,190,222,13,69,94,87,83.55734675532739,-32.53909721670139,81.16500540341877
fuel yellow,#eca927,236,169,39,40,83,93,73.77548077052163,14.353500864935976,70.06363842088199
fulvous,#e48400,228,132,0,35,100,89,64.15808238617406,29.95250984949127,70.37232778895796
fun blue,#1959a8,25,89,168,213,85,66,38.16105340616401,10.512916289004442,-47.95760344022489
fun green,#016d39,1,109,57,151,99,43,39.980357969505064,-39.807914576601824,21.646180481434552
fuscous gray,#54534d,84,83,77,51,8,33,35.216648962259065,-0.8295131907311015,3.652700881184634
fuzzy wuzzy,#cc6666,204,102,102,0,50,80,55.379422722570155,40.35197940742952,18.91311555441608
fuzzy wuzzy brown,#c45655,196,86,85,1,57,77,50.742401496147,43.946755659659054,22.46681784413903
go green,#00ab66,0,171,102,156,100,67,61.72760444989774,-53.53438821818723,25.307429650431246
gable green,#163531,22,53,49,172,58,21,19.796017195679212,-12.703485544348109,-1.0096195541099862
gainsboro,#dcdcdc,220,220,220,0,0,86,87.76088811005116,0.004705466789434176,-0.009310021292741055
gallery,#efefef,239,239,239,0,0,94,94.44717804197961,0.005008684271445851,-0.009909953528963733
galliano,#dcb20c,220,178,12,48,95,86,74.24281405092644,2.163844605707066,75.32777898521748
gamboge,#e49b0f,228,155,15,39,93,89,69.44898432370616,17.895331339600418,71.82145517950575
gamboge orange,#996600,153,102,0,40,100,60,47.333293311657755,13.548027030121757,54.73364491593038
gargoyle gas,#ffdf46,255,223,70,50,73,100,89.1477009006527,-4.429940187877845,74.55927906639681
geebung,#d18f1b,209,143,27,38,87,82,64.3864759082001,16.32139678274752,64.45799679653909
generic viridian,#007f66,0,127,102,168,100,50,47.1550915213948,-36.27479374191361,5.230898301842002
genoa,#15736b,21,115,107,175,82,45,43.4813415157044,-27.699095773571326,-3.0583441582156867
geraldine,#fb8989,251,137,137,0,45,98,69.61649418208077,43.13929377368425,19.497780725757607
geyser,#d4dfe2,212,223,226,193,6,89,88.0952139730438,-3.108490582545087,-2.7494987707721297
ghost,#c7c9d5,199,201,213,231,7,84,81.13716751289466,1.5917433588176766,-6.205879302675843
ghost white,#f8f8ff,248,248,255,240,3,100,97.7572735023453,1.2526707614988752,-3.3559267412847316
giants club,#b05c52,176,92,82,6,53,69,48.876041680317726,33.0852765424679,21.21986478008576
giants orange,#fe5a1d,254,90,29,16,89,100,60.31266880575562,60.04381127371955,63.46863640720027
gigas,#523c94,82,60,148,255,59,58,32.176649375810335,31.803437382675494,-45.39316987043345
gimblet,#b8b56a,184,181,106,58,42,72,72.4143887082954,-9.892459950746446,38.49877242261013
gin,#e8f2eb,232,242,235,138,4,95,94.59307122515368,-4.557311408250609,2.214817954759485
gin fizz,#fff9e2,255,249,226,48,11,100,97.83405134989596,-1.7882428649844684,11.743453367955636
ginger,#b06500,176,101,0,34,100,69,50.14161379867318,24.4765960370229,58.04551570749425
givry,#f8e4bf,248,228,191,39,23,97,91.32689968806713,1.1787756690159745,20.551158671512827
glacier,#80b3c4,128,179,196,195,35,77,70.046053717615,-12.553682790451271,-14.01137458838937
glade green,#61845f,97,132,95,117,28,52,51.690068729993314,-20.093534359435893,16.103679899269707
glaucous,#6082b6,96,130,182,216,47,71,53.84558827422694,2.407524197505062,-31.10067047833638
glitter,#e6e8fa,230,232,250,234,8,98,92.32639897095922,2.6797038119455996,-8.931232458273008
glossy grape,#ab92b3,171,146,179,285,18,70,63.72974904469204,15.43544457258933,-13.749010108391357
go ben,#726d4e,114,109,78,52,32,45,45.72274667742806,-3.3580314540347933,18.059552131987765
goblin,#3d7d52,61,125,82,140,51,49,47.324835248653926,-30.917038750509384,17.307299721299408
gold drop,#f18200,241,130,0,32,100,95,65.48782304206162,36.30423915504871,72.08031216529542
gold fusion,#85754e,133,117,78,43,41,52,49.8089718414341,0.29659646910923376,23.789749811130314
gold tips,#deba13,222,186,19,49,91,87,76.49353676733345,-1.0588130424868947,76.11939141899249
golden,#ffd700,255,215,0,51,100,100,86.9285847161576,-1.9242149651028106,87.1371576065337
golden bell,#e28913,226,137,19,34,92,89,65.04748445886325,26.681086777507858,67.7908076742165
golden brown,#996515,153,101,21,36,86,60,47.14955389587915,14.540983413133922,49.296681247915075
golden dream,#f0d52d,240,213,45,52,81,94,85.1508514292551,-6.593659383916483,78.22349105284128
golden fizz,#f5fb3d,245,251,61,62,76,98,95.47323308121955,-22.603260157513905,83.04901366577329
golden gate bridge,#c0362c,192,54,44,4,77,75,44.27112685985624,54.0835679736627,38.26540254619388
golden glow,#fde295,253,226,149,44,41,99,90.52617115179117,-1.0007261930752298,40.99192667626392
golden poppy,#fcc200,252,194,0,46,100,99,81.44472346551441,7.5510821797522,83.17499941667327
golden sand,#f0db7d,240,219,125,49,48,94,87.32392800019616,-4.917261810289341,48.557116536387525
golden tainoi,#ffcc5c,255,204,92,41,64,100,84.59617177010405,6.379424617021067,61.094110304105456
golden yellow,#ffdf00,255,223,0,52,100,100,88.939189421875,-5.950300196582326,88.5617283249729
goldenrod,#daa520,218,165,32,43,85,85,70.81571317667877,8.524971687770776,68.76466736413397
gondola,#261414,38,20,20,0,47,15,8.67837273194743,9.264413068184457,3.724409415726204
gordons green,#0b1107,11,17,7,96,59,7,4.402511638681972,-3.540695970220664,3.6538515343784717
gorse,#fff14f,255,241,79,55,69,100,93.76885058847859,-12.945649871666687,75.8582463622286
gossamer,#069b81,6,155,129,170,96,61,57.140046809593656,-40.57538357769141,4.00122921250714
gossip,#d2f8b0,210,248,176,92,29,97,93.43791668914324,-24.562681356755157,30.670645136191887
gothic,#6d92a1,109,146,161,197,32,63,58.39805663968393,-9.019614479664039,-12.039687091354324
governor bay,#2f3cb3,47,60,179,234,74,70,32.01256821402097,36.15515000852593,-64.45394676198671
grain brown,#e4d5b7,228,213,183,40,20,89,85.75650939388163,0.40608365217076337,16.70562984273978
grandis,#ffd38c,255,211,140,37,45,100,86.87016004285162,6.547863833553325,40.85395327701604
granite gray,#676767,103,103,103,0,0,40,43.600073732087886,0.002702811942922878,-0.0053476600441859645
granite green,#8d8974,141,137,116,50,18,55,56.89471677056473,-2.2512614739305103,11.809178473285709
granny apple,#d5f6e3,213,246,227,145,13,96,94.14265335476958,-14.236478395733998,5.542781159110177
granny smith,#84a0a0,132,160,160,180,17,63,63.8236346231938,-9.673691681706343,-3.2446647366414005
granny smith apple,#a8e4a0,168,228,160,113,30,89,85.17447975680722,-31.832827628889504,27.23159706081635
grape,#6f2da8,111,45,168,272,73,66,34.15604313721582,51.35445376449358,-54.13577014530174
graphite,#251607,37,22,7,30,81,15,8.84457850023707,5.603705257716335,10.482033246466155
gravel,#4a444b,74,68,75,291,9,29,29.65860124054589,4.048566103203588,-3.2950449205967125
gray,#808080,128,128,128,0,0,50,53.58501345216902,0.003155620347972121,-0.006243566036268078
gray asparagus,#465945,70,89,69,117,22,35,35.74545654893331,-11.751432420498336,9.227675582080042
gray chateau,#a2aab3,162,170,179,212,9,70,69.24494423864536,-1.0034228457678207,-5.595249695857762
gray nickel,#c3c3bd,195,195,189,60,3,76,78.64007962279719,-1.0844175590533633,3.0011463964823237
gray nurse,#e7ece6,231,236,230,110,3,93,92.87986482301778,-2.730381743197896,2.311334565022305
gray olive,#a9a491,169,164,145,48,14,66,67.29973342919268,-1.5288228650661706,10.50415920855241
gray suit,#c1becd,193,190,205,252,7,80,77.62170738338133,3.8846376460438536,-7.153389929809384
green,#00ff00,0,255,0,120,100,100,87.73703347354422,-86.18463649762525,83.18116474777854
green blue,#1164b4,17,100,180,209,91,71,42.04451156052985,7.5987406036572835,-48.80105528219214
green cyan,#009966,0,153,102,160,100,60,55.828321294921665,-46.876585579928246,17.3731134030392
green haze,#01a368,1,163,104,158,99,64,59.15928381513254,-50.15619294808488,20.79478720100827
green house,#24500f,36,80,15,101,81,31,29.78004477658716,-28.139975340913224,31.587181195785863
green kelp,#25311c,37,49,28,94,43,19,18.68698701603202,-9.862862552671519,11.80137687952873
green leaf,#436a0d,67,106,13,85,88,42,40.45984454042424,-28.50833049623577,42.79793073016239
green lizard,#a7f432,167,244,50,84,80,96,88.51784623583742,-49.96430408047253,77.9269845378074
green mist,#cbd3b0,203,211,176,74,17,83,83.13607499932176,-8.745508449736317,16.43532231751419
green pea,#1d6142,29,97,66,153,70,38,36.37403342272542,-29.300660160027608,11.629037775130458
green sheen,#6eaea1,110,174,161,168,37,68,66.6422314549745,-23.5259141421299,0.18154910689511805
green smoke,#a4af6e,164,175,110,70,37,69,69.2397458534304,-14.38580374582682,32.06217967357572
green spring,#b8c1b1,184,193,177,94,8,76,76.98366560698034,-6.041705257166797,6.97786172097612
green vogue,#032b52,3,43,82,210,96,32,17.25590270786138,3.839324866222238,-27.496505535068895
green waterloo,#101405,16,20,5,76,75,8,5.613310365362068,-4.0723831678730065,6.279100566907059
green white,#e8ebe0,232,235,224,76,5,92,92.55467824003782,-2.9286384141635757,4.971355249222098
green yellow,#adff2f,173,255,47,84,82,100,91.95763180408608,-52.48377737417426,81.86600466545895
grenadier,#d54600,213,70,0,20,100,84,50.12851028424883,53.99320777982336,61.119692629595335
grizzly,#885818,136,88,24,34,82,53,41.65714636733291,14.323060470896543,42.51417923048745
grullo,#a99a86,169,154,134,34,21,66,64.37688216828923,2.1818019556024693,12.501548044918742
guardsman red,#ba0101,186,1,1,0,99,73,38.660899260551055,63.100623998599005,52.638543253278904
gulf blue,#051657,5,22,87,228,94,34,11.234883544986339,22.23429709551297,-40.66996204770009
gulf stream,#80b3ae,128,179,174,174,28,70,69.38781930017286,-17.83261790919194,-2.873775992143357
gull gray,#9dacb7,157,172,183,205,14,72,69.53503822396364,-2.9319051205574653,-7.417732826811352
gum leaf,#b6d3bf,182,211,191,139,14,83,81.99838285676466,-13.495187340624826,6.661567375485555
gumbo,#7ca1a6,124,161,166,187,25,65,63.77688984731773,-11.4111242574364,-6.738860126600343
gun powder,#414257,65,66,87,237,25,34,28.664445046303285,4.876859199266947,-12.653743371760894
gunmetal,#2a3439,42,52,57,200,26,22,20.99432850529746,-2.836585407886699,-4.5511891992569335
gunsmoke,#828685,130,134,133,165,3,53,55.57297989019875,-1.6736233231780528,0.015255529601243545
gurkha,#9a9577,154,149,119,51,23,60,61.39175026530479,-3.271384112653597,16.538014657785304
hacienda,#98811b,152,129,27,49,82,60,54.50652392344486,-1.6505803549767273,53.642672282142065
hairy heath,#6b2a14,107,42,20,15,81,42,26.25135879318553,27.641174867397865,28.036406753264664
haiti,#1b1035,27,16,53,258,70,21,7.7740486084235165,16.48027073566338,-22.40021976733083
halayà Úbe,#663854,102,56,84,323,45,40,30.14050119455105,24.660727781711632,-8.06450054223815
half baked,#85c4cc,133,196,204,187,35,80,75.34297232377043,-18.054011094042533,-10.417529532523883
half colonial white,#fdf6d3,253,246,211,50,17,99,96.61445235499333,-3.2663615750879726,17.692572397498797
half dutch white,#fef7de,254,247,222,47,13,100,97.17330910051687,-1.7526782097210258,12.846623157755023
half spanish white,#fef4db,254,244,219,43,14,100,96.36336097674285,-0.7020963496064958,13.2385810345361
half and half,#fffee1,255,254,225,58,12,100,99.05656212710645,-4.450014862539153,13.994233263385736
hampton,#e5d8af,229,216,175,46,24,90,86.43710122529407,-1.9132577986065713,21.85949450018887
han blue,#446ccf,68,108,207,223,67,81,47.57109319441948,18.38609836739846,-55.454930028613525
han purple,#5218fa,82,24,250,255,90,98,36.648175871664684,75.63494228299936,-97.71144594593562
harlequin,#3fff00,63,255,0,105,100,100,88.24546826873629,-81.60675745220597,83.80179167539532
harlequin green,#46cb18,70,203,24,105,88,80,72.28187706315053,-64.29146136599579,68.07803182620079
harp,#e6f2ea,230,242,234,140,5,95,94.4267213204991,-5.3984354857651295,2.4737017029991204
harvard crimson,#c90016,201,0,22,353,100,79,41.9619806255747,67.20934974389343,48.151387355062944
harvest gold,#da9100,218,145,0,40,100,85,65.8701144373001,18.780432309661478,70.85724470337857
havelock blue,#5590d9,85,144,217,213,61,85,58.87011307701569,2.8709297232717423,-43.07617459736952
hawaiian tan,#9d5616,157,86,22,28,86,62,44.06265537328367,24.890749430876546,46.54087668407498
hawkes blue,#d4e2fc,212,226,252,219,16,99,89.58844540989709,0.49858134932767584,-14.194367586231271
heat wave,#ff7a00,255,122,0,29,100,100,65.88784256322667,45.758335946030684,73.34356967041448
heath,#541012,84,16,18,358,81,33,16.984421584270684,31.024993676414898,17.729026721230802
heather,#b7c3d0,183,195,208,211,12,82,78.2581198955035,-1.507380366071287,-7.912586851142733
heathered gray,#b6b095,182,176,149,49,18,71,71.66727565936756,-2.429067284716757,14.611938567461834
heavy metal,#2b3228,43,50,40,102,20,20,19.83441553501958,-5.368286097364811,5.368796466319814
heliotrope,#df73ff,223,115,255,286,55,100,65.88037415665411,62.74210683469455,-52.26776079014939
heliotrope gray,#aa98a9,170,152,169,303,11,67,64.85693907501036,9.749129548733581,-6.445201411374812
heliotrope magenta,#aa00bb,170,0,187,295,100,73,41.42815166429737,75.14457471841027,-53.21063215640086
hemlock,#5e5d3b,94,93,59,58,37,37,38.76717733601566,-5.500258980501216,19.706080133101768
hemp,#907874,144,120,116,9,19,56,52.53460630739821,8.630630740815437,5.666035365983468
hibiscus,#b6316c,182,49,108,333,73,71,43.09946091193309,57.27383169011752,-2.583978634275619
highland,#6f8e63,111,142,99,103,30,56,55.71174213146449,-19.437023106397277,19.45814231074625
hillary,#aca586,172,165,134,49,22,67,67.57765697242195,-2.6479493943064036,17.005818850682395
himalaya,#6a5d1b,106,93,27,50,75,42,39.53327905444826,-2.8848084483158454,37.97242662141479
hint of green,#e6ffe9,230,255,233,127,10,100,97.72305751179132,-12.077453221558121,7.754717558259316
hint of red,#fbf9f9,251,249,249,0,1,98,98.07357464802747,0.6670746147399154,0.22353928078249208
hint of yellow,#fafde4,250,253,228,67,10,99,98.50212411067758,-5.200257428819688,11.619747744267638
hippie blue,#589aaf,88,154,175,194,50,69,60.14180884808697,-15.190420930316916,-17.461121965204484
hippie green,#53824b,83,130,75,111,42,51,49.872679561840044,-27.513785267995473,24.819584777613635
hippie pink,#ae4560,174,69,96,345,60,68,44.37520766688789,45.33183283261805,6.519400680544917
hit gray,#a1adb5,161,173,181,204,11,71,70.03585410590846,-2.559945344062564,-5.539103879015306
hit pink,#ffab81,255,171,129,20,49,100,77.26337354266113,26.360857167316286,34.14758999987069
hokey pokey,#c8a528,200,165,40,47,80,78,68.99887590841888,0.8581418486778292,64.14271507238985
hoki,#65869f,101,134,159,206,36,62,54.36500071861447,-5.160968168475888,-17.03767493107502
holly,#011d13,1,29,19,159,97,11,8.413366861042029,-12.938597325496431,3.5491659080266693
honey flower,#4f1c70,79,28,112,276,75,44,22.523179073532155,39.09357401096772,-38.43502413816553
honeydew,#f0fff0,240,255,240,120,6,100,98.56580137512647,-7.560558156025021,5.465827430380532
honeysuckle,#edfc84,237,252,132,68,48,99,95.7020124920233,-21.705606886926187,55.364700098769816
honolulu blue,#006db0,0,109,176,203,100,69,44.33582236186645,-0.453040342144162,-42.80877992079852
hookers green,#49796b,73,121,107,162,40,47,47.17425578049191,-19.816643413482826,2.546502694429087
hopbush,#d06da1,208,109,161,328,48,82,58.90056151501396,45.217364161914745,-10.320720023009077
horizon,#5a87a0,90,135,160,201,44,63,54.069070269044616,-8.515804734194887,-18.123040229507502
horses,#543d37,84,61,55,12,35,33,28.109275913275546,9.12003762159519,7.6338602553810535
horses neck,#604913,96,73,19,42,80,38,32.477901294396474,3.811277392431589,34.20139679252908
hot magenta,#ff1dce,255,29,206,313,89,100,58.59752900308726,89.53592499361474,-36.02514845127593
